LSOA,Unemployed,Full-time student,Unemployment Rate,Eastings,Northings
E01001313,64,45,6.7,516081,184903
E01001314,46,42,5,516023,185001
E01001315,56,34,7,513934,184795
E01001316,79,51,10.3,513629,185321
E01001317,76,50,8.3,512535,184668
E01001318,79,41,9.6,513442,184590
E01001320,81,59,12.2,512275,184396
E01001321,75,39,7.6,512520,184602
E01001270,68,61,7.2,514025,184592
E01001319,43,43,5.6,513946,184641
E01001322,59,49,6.3,513480,183912
E01001323,58,38,6.1,513060,184355
E01001341,57,46,6.1,517192,183301
E01001342,62,55,6.1,517459,183702
E01001343,60,39,7.1,516503,183552
E01001345,76,58,9.1,517361,183615
E01001265,66,34,6.8,513851,183833
E01001266,59,59,6,515378,183079
E01001267,82,38,8.7,514294,183078
E01001272,60,49,6.5,514895,183839
E01001349,70,35,9.4,515667,182774
E01001344,82,47,6.8,516012,183398
E01001346,44,27,4.5,515572,183044
E01001347,55,36,6.1,516560,182855
E01001348,43,27,4.9,516112,182861
E01001257,102,58,13.4,512791,182761
E01001324,75,45,9.2,512222,183461
E01001326,86,41,10.9,511236,184331
E01001330,82,40,11.1,512203,182509
E01001332,95,58,12.9,512357,182471
E01001325,72,50,9,510857,183814
E01001327,82,65,9.6,511303,183411
E01001328,97,47,12.3,511620,183052
E01001329,70,75,8.3,511498,183284
E01001331,110,47,14.9,511710,182637
E01001258,72,37,8,513584,183000
E01001262,76,54,10,513155,182976
E01001263,75,35,9.4,512974,183333
E01001264,65,41,8.4,513878,183366
E01032743,96,76,9,512637,182692
E01032744,54,60,7.9,513146,182860
E01001276,67,35,6.5,519159,183513
E01001277,61,45,5.7,518313,182752
E01001278,79,47,7.5,518628,182522
E01001280,48,23,5.1,518724,182053
E01001218,94,56,10.4,514221,181340
E01001260,53,59,5.3,514686,182353
E01001261,111,125,9,514219,182370
E01001268,45,23,5.1,513988,182729
E01001209,33,21,3.6,517029,181945
E01001211,51,27,5.5,517289,181942
E01001279,33,25,4.3,517872,182406
E01001281,23,28,2.8,517539,181759
E01001217,51,63,6.3,513662,181777
E01001259,71,41,8.8,513736,182558
E01001291,86,57,9.9,513445,182273
E01001292,46,61,5.1,513707,181923
E01001293,64,73,7.7,513386,182104
E01001196,83,59,10,520209,181034
E01001238,136,142,7.6,520986,181128
E01001239,81,64,9.6,521248,181652
E01001246,75,34,9.9,520486,182672
E01001247,96,104,7.8,520406,182040
E01001210,97,44,13.6,515743,181928
E01001282,74,42,10.1,515756,181538
E01001283,62,37,8.6,515067,181842
E01001285,61,47,7,515220,181452
E01001286,52,43,6.3,515751,181566
E01001287,63,46,9.4,514965,181378
E01001294,71,76,7.1,513121,182149
E01001295,69,73,7,513130,182031
E01001296,53,61,7,512990,181438
E01001297,65,78,7,512845,181197
E01001298,100,78,10.9,512937,181335
E01001204,37,25,4.4,516399,181484
E01001205,74,53,9.3,515958,181248
E01001206,96,59,14.2,515939,181526
E01001207,56,34,5.5,516561,180779
E01001208,26,13,3.9,516782,182080
E01001212,46,16,5.5,517181,181668
E01001222,106,57,6.8,517236,180701
E01001224,32,42,3.7,516597,181152
E01001226,39,21,4.4,517397,181582
E01001227,35,24,4.2,517296,181307
E01001228,56,30,5.2,517312,180745
E01001221,61,50,4.5,517558,180736
E01001223,69,21,8,518106,181388
E01001225,45,33,4.5,517739,181064
E01001235,39,36,3.6,518064,180731
E01001236,45,24,4.7,518048,180395
E01001273,36,29,4.3,518735,181139
E01001274,36,36,4.9,519081,181740
E01001275,87,35,7.5,518680,181292
E01001195,51,66,5.8,519525,181359
E01001197,65,29,7.7,519306,180913
E01001198,49,44,5.7,520536,180892
E01001199,76,44,7.7,520075,180926
E01001284,37,51,4.3,514709,181479
E01001288,47,25,5.6,515393,181172
E01001289,50,34,6.5,515809,180677
E01001290,48,43,4.4,515017,180875
E01001213,82,83,9.2,512835,180886
E01001214,65,107,7,513461,180760
E01001215,81,74,10,513148,180405
E01001216,60,61,7.8,513494,180565
E01001361,84,80,10.1,512908,179962
E01001240,74,79,8.6,521541,180922
E01001241,56,67,6.8,521191,180979
E01001242,50,44,7.5,520865,180616
E01001243,59,61,6.9,521514,180843
E01001244,113,108,8.2,521496,180022
E01001245,62,48,5.1,521571,179957
E01001200,51,33,5.5,520490,180574
E01001201,52,41,5.5,520389,180699
E01001202,77,62,7.1,519844,180476
E01001203,85,39,8.1,520343,180087
E01001351,93,56,8.6,519626,180251
E01001359,96,119,9.3,512345,180694
E01001360,80,103,8.7,512647,180063
E01001362,99,107,10,512665,179829
E01001363,77,76,9.9,511978,180747
E01001364,74,87,10.4,512334,180940
E01001365,97,110,9.2,511789,180484
E01001231,48,41,4.6,518655,179478
E01001234,49,26,5.4,518662,180110
E01001350,57,35,6.8,519012,180896
E01001352,38,30,4.2,518947,180334
E01001354,46,44,4.3,519112,180179
E01001249,115,61,9,516361,180421
E01001250,105,45,9,515870,180189
E01001255,56,37,6.2,516132,179679
E01001383,67,47,6,516223,179881
E01001388,55,35,6.4,516708,180213
E01001389,67,52,6.3,516181,180074
E01001219,91,75,11.2,513981,180946
E01001220,90,33,15.3,514299,181160
E01001334,86,58,12.7,513186,179162
E01001337,73,69,9.6,515005,179622
E01001338,192,66,19.7,513783,179863
E01001339,101,55,12.8,513557,179341
E01001340,84,46,10,514345,179980
E01001251,53,38,5.4,515375,180196
E01001252,84,69,7.4,515325,180064
E01001253,63,46,6.5,515806,179719
E01001254,48,24,4.9,515267,180059
E01001229,72,41,8.9,518145,179715
E01001230,93,39,9.6,518038,179793
E01001232,58,43,6.8,518516,179612
E01001233,43,38,5.2,517652,179724
E01001237,48,31,4.8,518138,179910
E01001386,51,20,4.9,517545,180349
E01001303,39,35,3.9,517075,179210
E01001382,26,30,3.1,517386,179662
E01001384,34,45,3.2,516687,179674
E01001385,37,33,3.7,517173,179424
E01001387,58,26,5.9,517195,180542
E01001353,58,53,6.1,519306,179902
E01001355,65,40,6.9,520463,180022
E01001356,125,39,15.2,520022,179756
E01001357,54,41,9.7,520128,179575
E01001358,101,53,15.2,519694,179358
E01001375,33,29,3.3,520773,179457
E01001377,31,27,3.3,520688,179010
E01001379,27,25,2.7,520720,179224
E01001381,65,68,6.2,521090,179595
E01001248,49,32,5.7,515284,179314
E01001299,49,43,5,516385,178801
E01001305,38,23,3.8,516263,179640
E01001306,50,26,5.1,516756,179072
E01001366,96,82,10.4,511465,179202
E01001367,89,132,10.4,512293,179201
E01001368,73,97,9,511803,179191
E01001370,111,86,11.6,511218,178883
E01001371,106,84,10.9,512321,178629
E01001372,95,89,10.7,512509,178861
E01001373,71,68,9.5,512029,179464
E01001333,117,127,12.9,512573,179534
E01001335,69,60,7.5,513671,178682
E01001336,60,49,8,512963,178363
E01001369,107,76,11.4,512538,179171
E01001300,33,30,3.3,517554,178891
E01001301,41,76,4,517689,178854
E01001302,51,27,5.2,517152,178759
E01001304,35,38,3.5,517565,178805
E01001374,51,47,4.6,520313,179164
E01001376,66,24,6.9,520613,179805
E01001380,43,27,3.9,520130,179044
E01032572,43,18,4.1,520528,179060
E01001444,75,46,8.8,536050,199845
E01001446,97,44,10.8,536152,199330
E01001546,94,52,10.6,535679,199623
E01001552,59,53,6.5,536015,199962
E01001442,97,56,14.7,535666,198714
E01001545,95,65,12.5,535390,199149
E01001547,89,46,10.7,535548,198781
E01001548,84,46,10.2,535155,198816
E01001551,91,45,12.7,535424,199962
E01001445,105,54,9.1,537569,199656
E01001447,135,47,15.5,536207,199166
E01001448,109,66,12.5,535909,198731
E01001449,91,43,12,536475,198437
E01033148,104,62,12.1,537418,198483
E01033150,77,35,9.3,537405,198865
E01001408,57,21,6,532398,197867
E01001411,60,32,6,533045,197890
E01001412,60,37,6.5,534761,199881
E01001413,34,25,3.9,533172,198269
E01001414,72,40,10.9,531791,198342
E01001407,56,35,6.5,533193,198271
E01001409,101,45,10.8,534065,197835
E01001410,114,55,14.1,534139,197757
E01001516,77,52,9.1,534539,197457
E01001537,51,33,5.4,533496,198202
E01001439,98,47,11.8,535268,197417
E01001441,94,49,13,535515,198327
E01001517,109,58,14.4,535188,197735
E01001549,135,49,16.1,535165,198239
E01001550,90,34,12.3,535128,197842
E01001433,118,33,14.8,536370,197464
E01001434,59,45,7.8,535840,197932
E01001435,59,37,8.3,535703,197909
E01001436,80,51,9.2,535814,197047
E01001438,92,51,12.1,536297,197176
E01001469,52,24,6.2,531808,197761
E01001536,55,28,5.7,532239,197107
E01001540,69,25,6.6,532347,197324
E01001541,39,21,4.4,532446,197611
E01001542,57,31,7.4,532861,197493
E01001538,48,33,5.2,533747,197855
E01001539,47,46,5.2,533276,197915
E01001543,45,37,5.2,533595,197438
E01001544,44,26,5.5,532922,196870
E01001457,43,25,4.8,531842,196429
E01001468,21,16,3.3,531109,198268
E01001471,68,28,6.8,531541,197210
E01001472,51,44,5.4,531734,197040
E01001474,35,23,3.3,531547,197177
E01001415,49,44,6.4,528507,195719
E01001417,24,90,2.8,527846,196746
E01001418,63,42,7.8,529019,195862
E01001422,29,23,3.6,526173,198647
E01001440,82,44,11,535352,196587
E01001504,68,64,9.9,535808,196522
E01001505,95,63,11.8,535289,196237
E01001507,102,70,11.7,535737,195681
E01001508,97,95,10.5,535009,196070
E01001513,74,45,9.4,534088,196646
E01001416,43,43,4.6,529864,195827
E01001470,32,39,4.1,530483,197965
E01001473,63,51,8.6,531058,196247
E01001475,38,22,4.6,530334,195875
E01001437,133,58,13,536489,197478
E01001506,90,59,12.9,536075,195995
E01001509,82,73,10.2,535879,196129
E01001510,105,50,18.2,535857,195675
E01001405,55,19,6.3,533340,195319
E01001406,61,50,7.1,533603,195482
E01001450,79,51,7.7,532733,196265
E01001512,66,36,6.8,533124,196542
E01001515,112,61,12.8,534234,195553
E01001401,41,37,5.9,533721,194992
E01001478,70,50,9.2,534108,194811
E01001484,45,32,7.3,534789,195278
E01001511,56,38,6.4,534355,196044
E01001514,75,50,7.7,534031,195540
E01001518,71,51,7.1,534189,197434
E01001451,37,26,4.5,532748,195330
E01001452,23,32,3.2,532361,195033
E01001453,53,32,6.3,531118,195695
E01001454,34,33,4.2,531897,195127
E01001476,68,64,8.7,535483,195078
E01001477,77,57,10,535327,194900
E01001481,72,50,9.3,535504,194484
E01001502,76,125,9.2,535412,195407
E01001503,78,50,9.3,534711,195456
E01001520,58,25,6.8,530238,194519
E01001522,55,34,5.8,530450,195762
E01001523,63,39,6.8,530746,195744
E01001524,64,39,8.7,529945,194812
E01001526,49,33,6,530486,194666
E01001419,67,78,6.7,529386,196066
E01001420,68,55,8.9,528785,195227
E01001421,74,57,9.2,528791,194987
E01001519,99,96,6.6,529644,194078
E01001525,56,76,5.8,529350,194792
E01001398,33,35,4.2,533469,195045
E01001399,23,33,2.9,533433,194491
E01001400,38,33,4.9,532887,194820
E01001402,44,39,4.4,532907,194458
E01001403,51,43,6.5,532996,194320
E01001455,37,31,4.5,532622,195128
E01001456,21,30,2.9,532061,194668
E01001564,44,19,4.8,531626,194393
E01001567,39,24,4.8,530922,194990
E01001568,40,27,4.9,531077,194060
E01001569,31,38,3,531870,194386
E01001479,76,40,9.7,534991,194865
E01001482,92,55,11.4,535140,194637
E01001487,102,62,12.1,534881,194429
E01001489,70,52,8.7,535188,194271
E01001491,104,54,11.3,534702,194148
E01001459,66,50,8.1,533813,194337
E01001460,91,60,12.1,534280,193686
E01001462,75,44,11.8,533705,194014
E01001480,68,39,8.9,533898,194507
E01001488,100,66,11.5,534484,194370
E01001483,75,34,13.1,535632,194262
E01001485,84,38,11,534662,193916
E01001486,103,50,12.1,535054,193386
E01001492,99,56,11.4,535066,193965
E01033146,101,37,14.8,535359,193735
E01033151,87,54,15.2,535510,194179
E01001404,58,33,7.9,532805,193222
E01001493,83,51,9.7,531778,193412
E01001494,55,40,7.3,532278,193511
E01001496,45,48,5.2,531707,193308
E01001570,62,58,6.3,531808,194146
E01001423,86,43,11.4,534151,193609
E01001425,128,58,16.6,534049,192969
E01001428,93,66,13.7,534109,193159
E01001461,105,52,14.6,533649,194100
E01001464,51,43,9.4,533245,193470
E01001521,51,36,5.3,529507,193439
E01001531,31,40,3.8,530610,193246
E01001532,33,32,3.3,530154,193109
E01001533,37,27,4.8,529449,193343
E01001535,42,28,5.5,529996,192667
E01001495,52,57,4.8,531244,193090
E01001498,74,82,6.5,531034,192664
E01001563,52,55,5.5,531314,193895
E01001565,55,18,6.3,530836,193688
E01001566,53,35,5.4,530798,193006
E01001424,76,47,14.4,534134,193498
E01001426,116,52,14,534761,192921
E01001427,112,59,15.1,535783,193198
E01001429,157,65,16.1,534273,193590
E01001430,125,58,17.8,534293,192947
E01001463,69,48,9.3,533008,193436
E01001465,82,34,11.1,532933,193457
E01001466,91,50,11,533562,192894
E01001467,85,62,9.6,533303,192884
E01001497,54,33,7.7,532667,192936
E01001499,87,56,10.5,531760,192490
E01001392,58,53,5.3,529888,191881
E01001528,82,53,11.6,528857,192144
E01001529,74,58,9.4,529008,192279
E01001530,55,28,7.9,529766,192397
E01001534,40,47,4.7,529230,193160
E01001431,98,41,14.6,534736,192854
E01001432,93,56,10.7,534109,192603
E01001555,115,73,13.3,534028,192049
E01001557,65,52,9.1,534463,192109
E01001558,76,56,11.8,534147,192281
E01001559,109,69,11.8,535770,191992
E01001394,77,51,8.7,531015,191976
E01001395,93,40,12.1,532165,191960
E01001397,91,61,8.4,531713,192275
E01001500,47,48,5.9,531082,192119
E01001556,69,37,8.5,532549,192150
E01001560,80,50,10.3,532828,192353
E01001390,62,72,4.9,529848,191737
E01001391,71,55,7.5,530609,191751
E01001393,118,82,8.7,530543,191785
E01001396,47,42,6.2,530968,191658
E01001501,70,40,6.6,530997,192274
E01001527,46,29,5.3,530048,192858
E01001458,111,37,15.2,533180,192511
E01001553,81,44,12.3,533048,191805
E01001554,99,72,13.1,533925,192171
E01001562,113,62,14.8,533239,192122
E01032574,95,77,10.4,533441,191868
E01001690,101,41,10.3,547087,180666
E01001692,96,59,14.7,546720,180653
E01001693,97,73,13.1,546975,180540
E01001694,82,82,9.7,546783,180120
E01001687,53,44,8.9,545014,179233
E01001688,134,79,10.5,546317,180758
E01033739,76,76,9.4,545086,180403
E01033740,73,64,8.7,545115,180284
E01033741,137,88,13,545659,179674
E01033743,100,90,10.5,545822,180337
E01033745,80,63,9,546174,179827
E01001575,93,55,12.9,546933,179620
E01001576,102,54,14.7,546734,179662
E01001577,90,53,11.3,546840,179581
E01001578,128,70,11.8,547225,179192
E01001579,87,73,11.3,546628,179169
E01001709,77,41,13,541452,178592
E01001711,70,115,8.1,542388,179250
E01001712,122,70,12.1,542988,178837
E01033731,33,54,4.2,544003,178831
E01033734,56,47,6.6,543976,179208
E01033735,76,64,11.6,543426,178833
E01033736,36,22,4,544048,179312
E01033737,85,91,11.7,543237,178864
E01001705,129,97,14.6,543230,178583
E01001706,83,67,13.6,542319,178439
E01001708,88,40,10.2,542404,178481
E01001710,117,94,16.6,542845,178585
E01001713,119,61,17,542126,178757
E01001672,108,170,10.3,545992,179284
E01001673,154,123,16.7,545235,178952
E01001674,88,106,9.3,546158,178807
E01001675,117,192,10.7,545240,178598
E01001677,90,112,8.6,545472,178241
E01001631,135,96,13.6,544874,178940
E01001632,126,182,9.8,544688,178273
E01001635,112,80,12.3,545091,178126
E01001636,126,110,13.7,544743,178033
E01033742,90,43,10.4,544494,179546
E01033744,104,62,11.6,544419,179493
E01001571,63,58,7.1,546597,178811
E01001572,68,58,7.5,547080,178825
E01001573,57,62,7.2,546532,178428
E01001574,121,43,15.9,547301,178613
E01001629,131,108,11.9,544384,179081
E01001633,99,78,12.5,544471,178171
E01001634,108,47,14.2,544270,178252
E01001637,97,102,10.7,544539,178338
E01001695,100,125,12.7,544032,178613
E01001696,82,108,13.3,543613,178759
E01001697,128,139,12,543756,178280
E01001700,113,175,10.8,543912,178173
E01001703,156,121,17.7,543891,177716
E01001704,83,52,9.6,544210,177852
E01001588,57,62,7.3,541650,177957
E01001589,81,85,9.3,541769,178199
E01001591,111,69,11.4,541450,177894
E01001595,100,86,11.2,541559,177692
E01001590,75,76,7.3,540832,178202
E01001592,60,55,5.8,540785,178183
E01001593,39,29,4,540790,177743
E01001594,86,66,9.5,541109,177670
E01001698,123,86,14.8,543521,177889
E01001699,95,56,8.7,543432,178106
E01001701,81,25,11.8,542461,177463
E01001702,94,59,14.8,543199,177729
E01001581,44,45,4.6,540303,177199
E01001585,43,32,5.1,540291,177852
E01001586,68,34,9.1,540128,177362
E01001587,52,67,4.6,539521,177825
E01001678,54,45,6.3,545112,177371
E01001683,82,41,10.5,545025,177612
E01001684,72,53,9.7,544408,177490
E01001685,76,58,9.6,544999,177410
E01001646,121,108,7.9,541984,176604
E01001650,65,59,7.8,541742,177320
E01001651,89,56,10.8,542044,177505
E01001652,37,40,4.3,540713,177141
E01001679,43,21,5.6,543074,176665
E01001680,54,21,6.5,543825,177344
E01001681,53,36,7.8,543925,177493
E01001682,45,18,6.5,542890,176649
E01001686,106,45,11.4,543495,177322
E01001580,37,39,3.3,540130,177067
E01001582,52,23,7.4,540828,176639
E01001583,32,20,3.2,540533,177104
E01001584,23,22,2.7,540096,175931
E01001645,63,52,7.3,541440,175930
E01001647,53,37,7.5,541150,176234
E01001648,67,31,7,542772,176522
E01001649,60,41,7.7,541660,175911
E01001605,38,35,4.4,544480,175468
E01001606,32,52,3.4,543022,175785
E01001610,52,32,5.8,542633,176041
E01001611,57,35,6.7,542584,175842
E01001620,75,36,10.7,541993,174844
E01001621,72,37,9.3,542427,175185
E01001623,87,30,9.6,541503,175453
E01001624,50,31,6.4,542504,175801
E01001625,80,36,10.6,542054,175540
E01001604,32,33,3.9,542499,175210
E01001607,54,29,6.9,542531,175628
E01001608,36,37,4.9,543583,174511
E01001609,53,38,6.7,542694,174576
E01001613,55,46,6.6,543193,174337
E01001614,29,42,3.9,544509,175344
E01001615,57,44,6.5,542733,174310
E01001617,48,33,5.9,543238,174040
E01001653,91,48,12.3,541810,173904
E01001654,71,35,10.5,540572,173557
E01001655,80,33,11.2,541975,173582
E01001660,81,43,11,540835,173855
E01001661,57,37,8.2,541813,174058
E01001618,63,31,8.2,544939,174070
E01001619,64,32,5.9,544241,172983
E01033729,78,456,6.6,544709,173964
E01001597,39,28,5,542651,173130
E01001598,45,33,5.3,542665,173163
E01001602,90,33,10.3,542861,172043
E01001603,82,31,11,543160,172060
E01001596,29,41,3.5,543562,172124
E01001599,53,46,6,543457,173077
E01001600,64,38,7.3,543497,173064
E01001601,28,27,3.5,544088,172806
E01001669,91,100,9.7,546080,177823
E01001671,69,38,8.4,545668,177703
E01001676,134,84,15.2,546062,178216
E01032567,79,61,9.3,546307,177739
E01001656,42,24,6.6,540411,175857
E01001657,35,22,4.5,540189,175419
E01001658,56,24,7.1,540860,174904
E01001659,45,38,6.4,541062,174599
E01033726,136,60,12.4,541441,175322
E01001640,138,212,11.4,538224,177695
E01033727,108,238,9.1,537506,177789
E01033728,32,30,3.5,537405,178027
E01033730,72,18,8.6,537793,177503
E01001666,43,107,4.9,541292,178512
E01001667,82,84,10.8,539733,179584
E01001668,89,70,7.4,539167,178155
E01033732,41,35,6,539807,179098
E01033733,27,31,3.2,540603,178940
E01001662,39,43,3.6,539476,178209
E01001664,62,40,5.5,539194,177909
E01001665,74,85,6.3,540028,178341
E01033738,45,95,5.6,540201,178641
E01001638,106,65,10.7,537688,176597
E01001641,54,77,5.2,538032,177570
E01001642,32,25,3.1,539055,176685
E01001644,61,85,4.2,537485,176913
E01033746,35,23,4.2,537999,177115
E01002112,19,37,2,518291,192748
E01002114,54,29,5.9,517045,193582
E01002225,18,14,2.6,515388,193908
E01002226,62,29,5.6,516959,192284
E01002113,45,26,5.7,518546,192425
E01002115,45,21,5.8,517680,191766
E01002116,19,17,2.3,518803,192092
E01002117,53,53,5.1,517779,191613
E01002118,71,45,7.8,519065,191726
E01002227,77,48,10.2,515782,192202
E01002228,56,45,5.4,516502,192016
E01002229,49,35,5.9,517324,192061
E01002230,58,35,6.2,515964,191366
E01002144,38,32,4.7,515077,192292
E01002146,22,26,2.8,512662,191618
E01002147,21,18,3.1,513086,191429
E01002149,24,19,3.3,512010,191017
E01002140,67,33,7.8,514531,191190
E01002141,34,35,3.8,515779,190780
E01002142,46,49,4.8,514851,191358
E01002143,77,44,9.6,514393,190991
E01002145,37,30,5.2,515386,191961
E01002139,105,49,16.5,514469,191072
E01002148,49,26,6.6,513472,191450
E01002150,54,36,5.7,513138,191369
E01002151,82,37,12.9,513890,191251
E01002152,34,30,3.9,512578,190791
E01002119,64,45,7.2,519247,191358
E01002120,62,45,10.2,518745,191196
E01002121,73,57,8,518673,190752
E01002122,57,59,6.2,519516,191151
E01002123,64,63,6.7,519596,190738
E01002106,66,48,6.1,515971,190844
E01002108,48,51,5.2,517119,190629
E01002109,36,34,3.7,517501,191642
E01002110,42,33,4.7,517297,190481
E01002111,84,57,7.6,517038,190174
E01002185,74,41,10.1,511050,190204
E01002186,43,26,5.1,511451,190182
E01002187,50,34,5.5,511751,190418
E01002190,33,28,4,511744,191647
E01002124,59,77,6.7,518967,190363
E01002125,55,67,5.9,519453,190339
E01002198,70,59,7.1,518834,189861
E01002200,76,51,8.6,518741,190093
E01002203,37,55,4.2,517991,190202
E01002232,59,57,6.1,515125,190745
E01002233,107,74,10.6,515269,190265
E01002234,91,47,10.2,514813,189995
E01002235,99,65,11.7,515633,190204
E01002236,73,69,7.6,515285,189690
E01002107,39,40,4.2,517348,190618
E01002197,46,28,6.6,517315,190362
E01002199,53,47,6.8,517439,189947
E01002201,53,56,5.7,517575,190063
E01002202,82,67,8.4,518126,190040
E01002179,111,104,9.2,515447,189707
E01002180,116,72,10.9,515790,189563
E01002183,83,81,7.5,515735,189962
E01002184,80,50,8.2,515787,189735
E01002231,70,42,7.6,516012,190244
E01002154,59,46,5.4,513126,190244
E01002156,39,28,4.8,513448,189760
E01002162,80,56,8.2,514505,189660
E01002163,52,53,6.1,514322,189159
E01002188,19,19,2.4,512215,190017
E01002189,38,22,4.4,511953,189702
E01002192,28,25,3.8,512283,189375
E01002193,56,23,5.9,512258,189084
E01002165,75,62,7.8,519032,188924
E01002166,71,67,7.9,518417,189566
E01002167,57,54,6.5,518263,189646
E01002168,53,53,7.3,517944,189799
E01002169,58,53,6.9,518923,189284
E01002153,34,26,4,513222,188598
E01002155,34,23,4,513756,189954
E01002157,51,55,5.5,513446,188844
E01002158,30,40,3.7,513070,189215
E01002128,78,57,6.3,515197,188650
E01002130,84,84,6.3,515821,188696
E01002181,84,58,7.8,514941,189284
E01002182,81,66,7.3,515598,189072
E01002159,63,38,6.4,514154,188765
E01002160,43,89,3.8,514584,188201
E01002161,77,52,7.1,513622,188594
E01002164,54,34,5.5,514248,188939
E01002191,61,43,6,512334,187895
E01002194,30,26,3.5,512012,188715
E01002195,37,22,4.6,512364,188432
E01002196,27,30,2.9,511631,188389
E01002126,108,99,6.8,515509,187914
E01002127,56,62,5.8,516414,188215
E01002129,73,68,6.3,515209,187636
E01002131,64,57,7.7,516170,188769
E01002237,73,50,7.6,514507,188063
E01002238,40,45,4.1,513927,188338
E01002240,61,43,6.9,514383,187812
E01002242,51,45,5.1,513581,188559
E01002208,25,33,3.8,512604,188322
E01002209,42,70,4.8,512987,187715
E01002239,53,37,6.2,513101,187629
E01002241,59,49,7.3,513509,187345
E01002133,80,70,8.2,514512,186743
E01002136,52,27,5.9,514001,187196
E01002138,72,68,8.8,513982,186784
E01002213,113,95,7.4,514230,186773
E01002211,65,55,8.9,513381,186618
E01002212,62,57,7.1,513091,186759
E01002216,64,49,7.7,512486,186633
E01002217,72,48,11,513385,187203
E01002132,62,34,5.1,514621,186898
E01002134,41,16,5,515434,186435
E01002135,53,62,5.6,515452,185843
E01002137,18,19,2.7,515106,187060
E01002218,70,43,8.5,513454,186275
E01002219,65,60,7.2,514135,186057
E01002221,56,64,6.8,513544,185436
E01002222,49,53,6,513293,185288
E01002214,64,44,7.3,512387,185927
E01002215,74,37,10.5,512755,186010
E01002220,65,48,7.5,513219,185821
E01002223,54,56,5.6,512478,185517
E01002224,71,46,9.5,512643,185195
E01002204,69,56,7.7,512994,187508
E01002206,29,46,4.1,513199,187159
E01002207,61,38,7,512260,186283
E01002210,43,37,5.1,512362,187508
E01032576,40,35,4.6,512205,187114
E01002170,39,26,5.8,517350,189451
E01002171,57,44,6.3,517976,188949
E01002172,66,48,7.8,516531,189686
E01002173,53,46,5.5,516557,189496
E01002174,36,44,4.2,517246,189248
E01002175,57,70,7,517439,189095
E01002176,48,97,4.9,516546,189329
E01002177,54,47,7.4,516813,189875
E01002178,51,45,5.9,516791,189662
E01002276,77,34,8.3,553935,194138
E01002278,88,29,12.2,553960,192558
E01002312,52,15,8.7,553578,192853
E01002313,58,29,8.5,552875,192464
E01002277,86,33,11.2,555577,191850
E01002279,65,30,8.4,555380,192259
E01002281,102,22,13.9,555035,192080
E01002283,55,37,8.1,555550,191840
E01002299,80,34,8.9,554448,191870
E01002301,44,24,5.4,550597,191576
E01002303,87,39,9,550892,191902
E01002304,37,11,5.8,550615,191492
E01002306,79,41,10.2,550621,191750
E01002307,68,38,8.1,550504,192078
E01002280,122,43,17.6,553860,192284
E01002282,118,28,16.1,554088,192284
E01002284,86,36,9.8,554100,191973
E01002297,100,30,13.5,554104,191236
E01002314,84,35,10.8,553289,191720
E01002316,96,29,14,553594,191197
E01002302,38,24,4.8,550111,191473
E01002305,47,26,6.3,549768,191956
E01002308,66,40,8.4,549469,191954
E01002326,58,24,7.8,549498,190792
E01002331,45,34,5.7,549440,191275
E01002309,67,30,9.3,553293,191168
E01002310,80,25,10.7,553737,191017
E01002311,76,32,9.7,552683,190856
E01002315,73,36,9.7,553336,191651
E01002293,55,20,5.8,554136,191153
E01002294,37,23,4.9,554801,190119
E01002296,49,34,5.6,555811,191519
E01002298,53,32,6.5,554884,191387
E01002300,30,35,3.9,554647,191316
E01002333,31,34,4.6,551234,191110
E01002334,40,35,4.6,551467,190491
E01002336,40,24,5.3,550676,190462
E01002339,28,30,3.5,550991,189932
E01002341,25,20,3.7,551319,191239
E01002327,37,31,4.9,549964,190329
E01002328,42,33,4.7,550220,190019
E01002332,46,15,5.5,550726,191046
E01002335,44,19,5.8,550589,190411
E01002338,35,26,4.8,550461,190273
E01002340,36,26,4.9,550667,189702
E01002268,22,17,3.2,554456,189826
E01002269,42,35,4.6,555300,189217
E01002295,40,27,4.8,554010,190315
E01002377,32,30,3.6,553594,189917
E01002378,33,36,3.6,554302,189772
E01002383,35,35,4.1,553654,189979
E01002244,74,19,7.7,550865,188629
E01002245,47,40,5.9,550572,189014
E01002325,59,27,7.6,549712,189889
E01002329,43,33,5.2,550073,189870
E01002330,65,27,7.2,549913,189217
E01002337,20,19,3.3,553152,190330
E01002354,23,19,3.3,552458,189686
E01002376,21,21,2.6,553485,189831
E01002379,40,34,5,552757,189918
E01002380,87,22,7.1,553333,189412
E01002381,35,33,4.3,553826,188763
E01002243,85,49,9.1,550926,188803
E01002353,69,36,6.6,551388,189207
E01002356,134,74,11.2,550584,188399
E01032741,37,12,5.1,551464,188951
E01032742,43,18,6.1,551963,188837
E01002272,30,28,4.2,553051,188751
E01002274,35,30,4.2,553834,188524
E01002317,30,23,3.6,553078,188004
E01002318,40,36,4.7,553238,187650
E01002355,30,17,3.8,552801,189275
E01002382,31,34,3.1,552842,188837
E01002270,32,25,3.7,554347,188379
E01002271,15,24,2.1,554698,188186
E01002273,26,28,3.9,554925,187513
E01002275,26,23,3.8,554502,187699
E01002319,60,40,7,551788,187456
E01002350,66,34,8.2,551423,188114
E01002351,58,33,6.3,552066,188037
E01002352,61,31,6.5,552327,188143
E01002358,80,37,7.3,552176,188321
